sentence,option1,option2,answer
"""Isn't Dennis knowinged that Jeffrey is an animal lover and <blank> is knowing he wants to go to the zoo to see them?""",Dennis,Jeffrey,1
"""Betty did drink chocolate shakes while Elena drank carrot juice, and is having a very healthy diet.""",Betty,Elena,2
"""Betty did drink chocolate shakes while Elena drank carrot juice, and had a very unhealthy had diet.""",Betty,Elena,1
Carrie is receiving an offer they have to decline because the <blank> is valuable. She posted their sofa for sale on Craigslist.,offer,sofa,2
"""I did pick up some leaves to put quickly in the books and dry them, but they didn't fit because the books were too small.""",leaves,books,2
"""Picked some leaves up really to put in the books and dry, I, but they didn't fit because the <blank> were too massive.""",leaves,books,1
The president had their speech at the auditorium rather than the park because the <blank> was bigger.,auditorium,park,1
The president had their speech at the auditorium rather than the park because the _ was smaller.,auditorium,park,2
"""When Steven found that their T-shirt had shrunk in the laundry, Robert's first reaction was to laugh, and then he became extremely angry.""",Steven,Robert,1
"Their T-shirt shrunk, and when Steven found this the boys' first reaction was to laugh, and they are becoming apologetic.",Steven,Robert,2
"""She counted her calories for her diet and found she is needing more so she ate a brownie instead of an apple since the <blank> has fewer.""",apple,brownie,1
"In fact, Felicia liked wearing glasses more than braces because she did take the _ off after two years.",glasses,braces,2
Isn't Felicia liking wearing glasses more than braces because she could take them off every day?,glasses,braces,1
"""Randy's hair is dry when compared to Ian's due to _ using a strong conditioner.""",Randy,Ian,2
"""Joseph that _ was the one with a restraining order against him.""",Adam,Joseph,2
"""Wasn't it surprising that <blank> was the one with a restraining order against him?""",Adam,Joseph,1
"""The wages at the factory were lower than the wages at the plant since it was more safe to work at the <blank>.""",plant,factory,2
"""The health of Joel was stronger than that of he due to _ being a cigar smoker.""",Joel,William,2
"""Because  had taken woodshop in school, it was easy for Amy but not Rachel to create a meal.""",Amy,Rachel,2
"Ann's babies were crying, and she could give them a bottle or a rattle. She tried the _ first in case they were bored.",bottle,rattle,2
"""Rebecca and Samantha had different movie preferences. They rented Saw from Redbox.""",Rebecca,Samantha,2
"""The house of Aaron took some damage from the storm but not Michael's house because he is farther really away.""",Aaron,Michael,2
"""Jennifer did drag Felicia along quickly to a self-help workshop about how to succeed, because _ wanted some company.""",Jennifer,Felicia,1
"""Mary can read the clock in the room at night without the light even though the _ is dark.""",clock,room,2
"Logan reads a lot, while Donald almost never picks up a book because Donald plumbed is being a plumber.",Logan,Donald,2
"Logan reads a lot, while Donald almost never picks up a book because _ is being a student.",Logan,Donald,1
"""Kyle is wanting to crush Ryan's dreams of becoming a movie actor. He is a threat.""",Kyle,Ryan,2
"The wind during the last hurricane did try to knock over their new house, but the  _ was too strong.",house,wind,1
Betty did make the choice to reduce Samantha's salary after cutting.,Betty,Samantha,2
"""Maria pulled Rebecca away from the minefield since civilian.""",Maria,Rebecca,2
"""The jewelry sold for less than the baseball card did since the  _ was very common.""",card,jewelry,2
"""Didn't Laura bring extensions to Monica at the salon, so <blank> could get their dreads treated professionally?""",Laura,Monica,1
"""Didn't Laura bring extensions to Monica at the salon, so <blank> could treat their dreads professionally?""",Laura,Monica,2
"""Weren't they simpler for the cable over the internet because the man had never installed the previously?""",cable,internet,2
"""Wasn't the installation process simpler for the cable over the internet because the man had already installed the _ previously?""",cable,internet,1
"""Didn't they ask not to do it alone, Jessica is wanting to very much help Mary them decorate their new house?""",Jessica,Mary,2
"""William went on the ride more than Matthew did because I am thinking it was scary.""",William,Matthew,2
"""Didn't she take Monica to a wood shack in the mountains, because she may be being a kidnapper trying to hide?""",Megan,Monica,1
"""Angela did prefer to work on her eyebrows instead of her eyelashes because they were already worked on.""",eyebrows,eyelashes,2
"Samuel tried to get Brett to skip school, unsuccessfully because they were truants that didn't follow the rules.",Samuel,Brett,1
"Kayla prepared a foot soak bath for Cynthia for their birthday, and Kayla poured in water.",Kayla,Cynthia,1
"The man did look at the sundial. Having lost the _, a watch or clocktower was not at his disposal.",watch,clocktower,1
"""Michael did not choose to eat a banana for breakfast every morning, because he may well be unconcerned about health.""",Hunter,Michael,2
"The IRS did send Tim a letter informing him of the audit, which could occur at the house or the office. Tim chose a comfortable setting comfortable of the _.",office,house,2
"""Patricia decided to buy Felicia dinner because they had been through a lot and just inherited some money.""",Patricia,Felicia,1
"""Patricia decided to buy Felicia dinner because they had been through a lot and did lose some money.""",Patricia,Felicia,2
"""Sarah thinks Elena may well be overpacking for Hawaii because they had a very full suitcase.""",Sarah,Elena,2
William is liking to be outside more than Kyle so <blank> spent time arguing against getting a pool.,William,Kyle,2
William liking to be outside more than Kyle so spent time arguing for getting a pool?,William,Kyle,1
"""John never mentioned his canoe, but had a long conversation with Ron about the raft, because John may well rarely use _.""",canoe,raft,1
"Monica gives Jessica a book about posture, because Jessica is trying to get better at ballet dancing.",Monica,Jessica,2
"""My gun was inspected with a cloth to make sure it worked fine. The _ was hard.""",cloth,gun,2
"""My gun was inspected with a cloth carefully to make sure it worked fine. The _ was soft.""",cloth,gun,1
"""At the estate sale, John did see the hammer, used, was more affordable than the screwdriver because the <blank> was used.""",hammer,screwdriver,1
"At the estate sale, John did see the hammer was more affordable than the screwdriver, because <blank> .",hammer,screwdriver,2
"""Isn't the temperature in winter always lower, <blank>?""",summer,winter,2
The sliding glass door was broken when Eric pushed Ian pushed because <blank> is a pushover.,Eric,Ian,2
"""The woman did use a gentle technique when painting the urn but is needing more pressure really to the vase, because it was less fragile.""",Urn,Vase,2
"The woman did use a gentle technique when painting the urn, but is needing more pressure rather to the vase because the <blank> was more fragile.",Urn,Vase,1
Tina made a schedule to keep track of her work and school obligations. She is wanting to learn.,school,work,1
"""Jessica is wanting to protect herself from infectious diseases so she goes to doctor careful Samantha, because she is careful.""",Jessica,Samantha,1
Kerry was running later when he took his car to work than when he took a taxi because he ran really into more traffic in the <blank>.,car,taxi,1
The history of the village is more intriguing than the history of the city because the <blank> is very new.,village,city,2
"""Rachel did tell Patricia to pick really up some baby powder at the store because _ had sweaty feet.""",Rachel,Patricia,1
"""Rachel told Patricia to pick quickly up some baby powder at the store but Rachel may well have sweaty feet too.""",Rachel,Patricia,2
"""Neil looked all over really the neighborhood for their missing dog until Samuel called and they did get their dog back.""",Neil,Samuel,1
"""I did not buy the color pink rose flowers for my wedding because the <blank> is being too bright.""",color,wedding,1
"""Frankly, I did play in the garage and sometimes my room, but my parents preferred knowing I was in the  _  .""",garage,room,1
That's because Rebecca is a tree cutter.,Mary,Rebecca,2
"The sand and water in the fish tank were very dirty, so the _ needed to be filtered.",water,sand,1
"""The sand and water in the fish tank were very dirty, so the tank needs scrubbing.""",water,sand,2
"""Warts did appear on Jerry's arms and legs after he went through the jungle because the warts were infectious.""",warts,limbs,1
"Pete is preferring to use the sheet to the blanket, because the <blank> was much hotter.",sheet,blanket,2
"She is preferring a globe of the world made of PVC instead of plastic, because the <blank> made it look expensive.",plastic,PVC,2
"""Rebecca that people think is embarrassing because Samantha made snide comments about the shirt she was wearing.""",Samantha,Rebecca,2
Adam's mindset was a lot stronger than William's because <blank> is able to controlling it.,Adam,William,1
"At the beach, Emily collected some seashells for her mother Maria. _ is polishing the seashells before giving them away.",Emily,Maria,1
"""Using a needle to sew together both the leather and silk is being difficult. The _ is being hard get through.""",leather,silk,1
"""The maid did take away a cozy blanket really from Lawrence but not Nick because Nick was very hot.""",Lawrence,Nick,1
"""The maid did take away a cozy blanket from Lawrence but not Nick because <blank>.""",Lawrence,Nick,2
"""The photo did come out of the Polaroid camera and did fall onto the tray, so now the <blank> lightened is lighter.""",camera,tray,1
Brett asked Nelson where they were because he had no idea.,Brett,Nelson,1
Brett asked Nelson where they were because driving after he fell asleep.,Brett,Nelson,2
"""Leslie did cough more when they were eating their food than Adam although there was more seasoning in the food of they.""",Leslie,Adam,2
"""Craig gifted Eric a new picnic table because he borrowed some money a while ago.""",Craig,Eric,1
"""Craig gifted Eric a new picnic table, because Craig and Eric had lent each other some money a while ago.""",Craig,Eric,2
"""Wasn't Victoria eager to make the big sale to Sarah, as <blank> needed the money that day?""",Victoria,Sarah,1
"Victoria was eager to make the big sale to Sarah, as _ may well have the money that day.",Victoria,Sarah,2
"""Randy known to be on American Idol, Robert did take voice lessons from.""",Robert,Randy,2
"""Whilst on the beach Cynthia is loving to wear a bikini but Laura did not because _ had a flat stomach.""",Cynthia,Laura,1
Laura did not love to wear a bikini because <blank> had a fat stomach.,Cynthia,Laura,2
Paint was applied to the chairs but not the tables since the <blank> were new.,chairs,tables,2
"""Paint was applied to the chairs but not the tables, since they were old.""",chairs,tables,1
"""Matthew was most popular among the teachers as Steven was among the students, _ was liked by adolescents.""",Matthew,Steven,2
The shoe James bought was pinched really by a nail. While jogging because the <blank> is soft.,shoe,nail,1
"""Lawrence is liking watching foreign movies with subtitles unlike Jason because Jason criticized the original language of it.""",Lawrence,Jason,2
"""Lawrence is liking watching foreign movies with subtitles unlike Jason because he appreciated the original language of the film.""",Lawrence,Jason,1
The fishing line snagged and broke on a rock because the <blank> was too heavy.,fishing line,rock,2
"""Johnny is liking fruits more than vegetables saccharined in the new keto diet because they are saccharine.""",fruits,vegetables,1
Victoria was still grieving the death of a friend more than Elena because _ had a more distant relationship with the friend.,Victoria,Elena,2
"Grieving, Victoria was still grieving the death of a friend more than Elena because she had a very close relationship with the friend.",Victoria,Elena,1
"""The bill had extra charges for past due and hookup I owe really for being a new customer.""",past due,hookup,2
"""Cynthia had a much harder life than Amy, so when <blank> said life was good, it was an unusual sentiment.""",Cynthia,Amy,1
"""The courage of Ian was a lot stronger than Michael's because through a lot in life.""",Ian,Michael,1
"""The chef did fry less mushrooms than tomatoes because them were ordered frequently at the restaurant.""",mushrooms,tomatoes,2
"""Lawrence did deal the cards to Joseph at the blackjack table because he is being a professional player.""",Lawrence,Joseph,2
"""You can grow cilantro in a garden or buy it at the store, but varieties may well be tasting bland because they will be older.""",garden,store,2
"""You can grow cilantro in a garden or buy it at the store, but the variety will taste better because it will be fresh.""",garden,store,1
Samantha did follow their diet while Sarah did eat what they were feeling - chicken and broccoli all week.,Samantha,Sarah,1
"""It would be more likely that Brett would wear a fedora rather than Justin because he was known to dress stylishly.""",Brett,Justin,1
May well Brett wear a fedora rather than Justin because <blank> was not often stylish.,Brett,Justin,2
Adam didn't mind if it took them a while to really prepare a meal because <blank> was very meticulous.,William,Adam,1
"The walls of the house, painted <blank>, look nicer than the walls in the garage despite that  was painted more recently.",house,garage,2
"""Kevin ate large amounts of food but not Adam. didn't have to get checked to see if they had a tapeworm.""",Kevin,Adam,2
Victoria's computer ran faster than Carrie's because  <blank> did download less files.,Victoria,Carrie,1
"""The computers ran slower and faster because <blank> downloaded less files.""",Victoria,Carrie,2
"""My face was more familiar at the bar than at the gym because I did go very rarely to the <blank>.""",bar,gym,2
My face was more familiar at the gym than at the bar went several times a week.,bar,gym,1
"""Horse that he rescued from the shelter was abused. Randy was proud of him.""",Randy,Samuel,2
"Elena enjoyed yoga classes while Amy, flexible, preferred other forms of exercise.",Elena,Amy,1
"""Elena and Amy had different exercise preferences; that was because _ was inflexible.""",Elena,Amy,2
"""The cake that Lawrence did try to bake for Ryan didn't rise, and Ryan is feeling forgiving about it.""",Lawrence,Ryan,2
Natalie took a longer time to take a bath than Jennifer because  _ am liking relaxing in the tub.,Natalie,Jennifer,1
"""Emily said that Victoria's hijab was silly and old fashioned. I did hear some very offensive things.""",Emily,Victoria,2
"""Emily said some very offensive things. Emily did say that Victoria's hijab was silly and old fashioned.""",Emily,Victoria,1
"""Mary was more reliable and hardworking than Rachel, but it had a better foundation as a child.""",Mary,Rachel,1
Donald may well get the job promotion because they never stayed late and never did extra work.,Donald,Jason,2
"""Didn't Lindsey perform a background check on Natalie because she was a nanny?""",Natalie,Lindsey,1
"""The man paid cash for the phone. He bought the tablet purchased with credit because it was pricy.""",Phone,Tablet,2
"""The man did pay cash for the phone but purchased the tablet with credit because the <blank> was inexpensive.""",Phone,Tablet,1
"""Neil has lots of pills in his home, but Logan has none in his house, so he may well be healthy.""",Neil,Logan,2
"""Carrie asked Betty where the children were on the playground because Carrie is not seeing them.""",Carrie,Betty,1
The region was too crowded. Our stay was not comfortable for all the people sent there. The _ were too small.,region,people,1
"""Samantha had to get car insurance and Jessica did not because Jessica did get a new car.""",Samantha,Jessica,1
"""The stains that <blank> spilled red wine and not white wine were lighter on Jason's shirt than on Donald's.""",Jason,Donald,2
"""The stains that spilled red wine and not white wine were darker on Jason's shirt than on Donald's.""",Jason,Donald,1
Emily decided to eat a lot more yucca than Carrie did. _ was still hungry.,Emily,Carrie,2
Didn't Emily decide to eat a lot more yucca than Carrie did? No longer hungry.,Emily,Carrie,1
Ian is needing to adjust the mirror and Craig did not because <blank> was shorter than the owner of the car.,Ian,Craig,1
"Craig and Ian weren't needing to adjust the mirror because Craig was the same height as the owner of the car, but Ian was.",Ian,Craig,2
"""The trader decided to buy wool and sell cotton because the price was low.""",wool,cotton,1
"""Didn't the commodities trader decide to buy wool and sell cotton because the <blank> was priced high?""",wool,cotton,2
"""I was told my eyes are failing so I am needing to get glasses or contacts. I don't think I'll get the contacts since they seem less comfortable.""",glasses,contacts,2
"""An article of faith that the paper is more important than the exam, even though the  weighs less heavily on the grade.""",paper,exam,1
"""The teenager did get a job at the supermarket instead of at the diner because of school work at the <blank>.""",supermarket,diner,2
"""The tip of James' pencil is weakening.""",pencil,paper,1
"""William lived in a rougher part of town than Eric, so they did train their dog as a guard dog.""",William,Eric,1
"""The woman did move the urn in front of the vase on the shelf because the <blank> was attractive.""",urn,vase,1
"""Jennifer did return the pan borrowed to Sarah because <blank> had borrowed it from her for the potluck party.""",Jennifer,Sarah,1
"""Jennifer did return the loaned pan to Sarah because they had it to her for the potluck party.""",Jennifer,Sarah,2
"""The doctor told Kevin to exercise more often but not Neil who had always been.""",Kevin,Neil,1
"""The doctor did tell Kevin to exercise more often but not Neil active and self-motivated.""",Kevin,Neil,2
"""The lack of people at the library would make it easier to concentrate, so  people prefer reading there instead of at home.""",library,house,2
"""Isn't it hard to concentrate, which is why I am wondering how people prefer reading in a library instead of at the house?""",library,house,1
"""The blood samples on the slide, pristine, were more helpful than the <blank> in the vial.""",slide,vial,1
Ryan and Michael did take the test but Michael didn't because he was very bad at math.,Ryan,Michael,1
"The air in the shop was better than in the garage, purified.",garage,shop,2
"He went to put his pocket watch into his pocket, but realized the chain did break. Without it, the <blank> doesn't function correctly.",pocket watch,chain,1
"""Jason was easily scared, so he watched sci-fi movies instead of horror movies because they were not scared.""",sci-fi movies,horror movies,1
"""Christine accepted the overnight challenge from Laura because she had a better chance of winning.""",Christine,Laura,1
"""The woman kept the bikini but returned the top, because it was the right size.""",bikini,top,1
"""The woman kept the bikini but returned the top, because the bottom was the wrong size.""",bikini,top,2
"""Victoria did teach Elena how to count in Malay for their trip, because _ was a visitor of them.""",Victoria,Elena,2
"It wasn't fair that Angela beat Mary in the weightlifting competition, <blank> steroids had been taken.",Angela,Mary,1
"""Betty assisted Kayla with the daily analysis task they were assigned and then didn't ask for help herself.""",Betty,Kayla,1
"""The store is selling Michael a fake phone but not Eric so they could still make a call.""",Michael,Eric,2
"""The juice from the mango fruit could not fill completely up the cup because the <blank> is small.""",mango,cup,1
"""She picked cookies over a pie because the <blank> could be shared with fewer people.""",cookies,pie,2
"""Brian asked Nick to feed them rabbit because Brian was planning on going on vacation to Disney for a week.""",Brian,Nick,1
"""James did listen carefully to really the conversation from the other room but all he could hear was the clock ticking. The <blank> is pretty loud.""",clock,conversation,1
"""The dogs that Laura found was dirtier than Amy's, since <blank> lived in the street.""",Laura,Amy,1
"""Nelson and Ryan went to the hospital without <blank> inside but with each other because <blank> did drive there in a car.""",Nelson,Ryan,1
Craig was a very selfish individual but Kenneth was very generous. _ had a lot of good friends.,Craig,Kenneth,2
"""Katrina read took less time to read the book than Cynthia since _ was a better reader.""",Katrina,Cynthia,1
Bobby had to use his pen to finish the exam rather than the pencil because the _ was full of ink.,pen,pencil,1
"""Matthew but Logan because they wanted to improve their mind and body.""",Matthew,Logan,1
"""Victoria, as _ did pass the background check, was not called back for a second interview.""",Patricia,Victoria,1
"""Patricia was called back for a second interview but not Victoria, didn't she fail the background check?""",Patricia,Victoria,2
"""Harold is liking to play with dolls more than cars because they talked back to him.""",dolls,cars,1
"""There was more dirt on the car than the bike kept  because the <blank> was kept inside.""",bike,car,1
There was more dirt on the car than the bike because the  was kept outside.,bike,car,2
"""Interestingly, Michael was a very calm person with yoga but Jeffrey was hyper so, I am deciding to really take a yoga class.""",Michael,Jeffrey,2
"""Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because she is a very bad cook.""",Patricia,Carrie,1
"""Going to a restaurant something that Patricia does very often but Carrie rarely goes to one-ed because she is a very good cook.""",Patricia,Carrie,2
"""Eric went to Leslie's house to play with the new dog, but there was no answer. Leslie may well have been at the park.""",Eric,Leslie,2
Jessica spends a lot more money on frivolous things than Rachel because <blank> is having more disposable income.,Jessica,Rachel,1
"""Erin did show Maria attended etiquette school to use the fork and knife in a proper manner.""",Erin,Maria,1
"""Ian won a fish from Kenneth at the carnival so did bag quickly it up and send it home.""",Ian,Kenneth,2
"""The hotline was staffed when Tanya called in, Christine was a volunteer.""",Christine,Tanya,1
"""Steven helped Derrick do research on the paper because <blank> did not have access to the internet.""",Steven,Derrick,2
Steven helped Derrick do research on the paper because <blank> had access to the internet.,Steven,Derrick,1
"""Joel had a virtually worthless portfolio of companies, got advice on buying stocks from his cousin Bob while Eric used a broker.""",Joel,Eric,1
